market_ids,product_ids,firm_ids,is_satellite,is_wired,x,w,xi,omega,prices,shares,mc
20,3,3,0,1,0.07847775016533698,0.4251298824810013,0.7379169674708219,-0.6680698290435088,2.854615254589495,0.17786381371464882,1.6866996368669889
20,4,4,0,1,1.6057381514702815,0.9070071062963858,-0.22893164437618238,1.5082172581414728,3.6653874018791632,0.06155220403525578,2.497471784156657
21,1,1,1,0,1.3949380842024142,0.6298188115104053,-0.8485813895827657,1.1737909785705927,3.337840911349221,0.06470826833743555,2.2348599752296563
21,2,2,1,0,0.5390000411084078,0.8666898124761189,0.1636592601498601,-0.14088716310509217,3.1148447393822236,0.11817705180165147,2.011863803262659
21,3,3,0,1,0.8687649646553363,1.4983016607160726,-0.7793015762911711,-1.2753445900086313,3.1329798733231886,0.0473367715667088,2.04450834281472
21,4,4,0,1,1.4916788849995326,0.6505160085510184,0.5398037795081284,0.6911810340455476,3.203411928311662,0.28670177705972144,2.114940397803194
22,1,1,1,0,0.8239853321629407,1.3142314990201172,-0.764308130510361,-2.015862692498809,2.85863939912561,0.033224663119648924,1.7799317808291544
22,2,2,1,0,0.37161710947675886,0.10157545748506397,2.1968276018101025,0.31721717062537313,2.838236356303768,0.4253303071934645,1.7595287380073124
22,3,3,0,1,0.29301457252801216,0.09425669773060473,-0.12620623819340748,0.2727846869209664,2.841879805739507,0.06813605940200554,1.7465846636971947
22,4,4,0,1,0.1231771825391467,2.4060232421171146,0.1960260116335677,0.29861332405465263,4.2184150604715285,0.005057290825963802,3.1231199184292158
23,1,1,1,0,0.8407319482303534,0.2115951510036205,-0.1721763987740138,1.9818575599439647,3.3311162235602696,0.078025392684348,2.226945649544957
23,2,2,1,0,0.33593204961954365,0.5479873769989784,0.5613232741788045,0.2931475534384581,3.0655348463677465,0.1668169076628681,1.9613642723524343
23,3,3,0,1,1.3440555521606021,0.31910606830310917,0.2734309146935568,2.383353538295253,3.5224407759209955,0.1307951634879739,2.4053506885265175
23,4,4,0,1,1.0535703762601958,0.4467744790183504,-0.7189506671291992,-0.40290810359487145,2.8700927184147798,0.1336817291552923,1.7530026310203024
24,1,1,1,0,0.10556719888766906,0.6725193721107979,1.0751743107799314,1.0917623633070033,3.3522119915063042,0.10855855906612878,2.2358023086591765
24,2,2,1,0,1.1220188858933327,1.460765937177789,0.9600476400961886,-0.17591070082654175,3.440207056779177,0.22421930835697337,2.3237973739320488
24,3,3,0,1,0.05449801678798556,0.15648364255588848,-0.2548128301535326,0.511716096104466,2.928111268193818,0.0726900532743747,1.8277494890721928
24,4,4,0,1,0.4463431278676058,1.1909994374523944,0.8701019959817622,0.5948129442473291,3.492293946086524,0.10718959022634181,2.3919321669648985
25,1,1,1,0,0.6168112026979591,0.5685295411547949,0.08344749342556429,1.1035775579602454,3.3399694690803976,0.027310412964975172,2.1816458740424647
25,2,2,1,0,1.5607440287108896,0.9092910212831284,2.164209584190952,1.1412870809091133,3.54519540005698,0.3729748949369584,2.386871805019047
25,3,3,0,1,1.3344745590567852,0.7633042838966427,-1.0348871980863987,-0.02555866625774997,3.185190620818831,0.035087839249201946,1.9889984840247703
25,4,4,0,1,0.7546788252392383,0.13933681818513582,0.29583149670938624,0.015326082393508038,2.9066309693984778,0.1297872892892974,1.7104388326044173
26,1,1,1,0,0.5658855847071675,1.3820052311942597,-1.1500763634723685,-1.1008106880161443,3.0480168542259074,0.02816346907767295,2.0297243015712647
26,2,2,1,0,2.184460431086817,0.35110715405814735,0.41656394128775337,2.2054757398663494,3.3896469225105044,0.343772716084287,2.371354369855862
26,3,3,0,1,1.2883562105124422,1.8747950030595706,-1.9249198017741176,-2.7301070371366705,2.8884654716866116,0.0511912974819611,1.8728013745013214
26,4,4,0,1,0.13045671144080812,1.1925764951108444,0.2223563349774801,0.25933233402993583,3.3102689827347485,0.05922472828118795,2.2946048855494583
27,1,1,1,0,0.11636945473883907,0.07960581068417005,0.5885579552478355,0.6110915437887081,2.8321480583496843,0.22109025542107427,1.8153674438781844
27,2,2,1,0,0.3303542818985091,0.6475979145248336,-0.7020834427835984,0.37527149615173994,3.0483496443982903,0.0488869881831545,2.03156902992679
27,3,3,0,1,0.6376405354394746,0.5213235127675158,-1.504426855243271,0.5877828960658021,3.027304041281658,0.03229497209909115,2.0214270860150196
27,4,4,0,1,0.8485587790614216,0.22580125116951683,-0.8378275651747578,-0.4850528078572972,2.647718839560698,0.16593555542985916,1.6418418842940599
28,1,1,1,0,0.15213820326334931,0.861133113623922,-0.018348530190722967,0.7575073454385127,3.280090420163908,0.0372287010599366,2.247844364106001
28,2,2,1,0,0.22046341082479237,0.7885384145817333,-1.2043845927023258,0.10614923645621303,3.06705770376663,0.01864232578809989,2.0348116477087235
28,3,3,0,1,2.167532857243126,0.9156484124384614,1.003591555883849,0.4138444379003249,3.204590059878125,0.4425171943209792,2.182874656348452
28,4,4,0,1,0.09298850607420946,0.6586193663032448,-1.906365496443492,0.08096165850467972,2.985306617788588,0.004695219209682164,1.963591214258915
29,1,1,1,0,0.12172436178722036,0.7765634077405397,1.0947120217229849,0.3160570901207663,3.0904137346730405,0.2267186545172466,2.0826643014479465
29,2,2,1,0,0.4984389800661184,1.4563628171117977,0.22614722706659915,1.068410000112374,3.719628980288073,0.03938673851609577,2.711879547062979
29,3,3,0,1,0.49666273258536076,0.934998805387678,0.20818368396685552,0.5487837630416778,3.2451476385181275,0.1060463066885553,2.230771905914186
29,4,4,0,1,0.6042564378339248,1.00130887593279,-0.29186298536114175,-0.016479883429570637,3.1277106589124886,0.09058574397537195,2.1133349263085472
30,1,1,1,0,1.322830976898803,0.08938102708222352,1.6217837849415226,0.8814310576434409,3.126118262676755,0.2637862796837124,1.882355915734069
30,2,2,1,0,0.49213771106670323,0.006235135740301236,-0.38462918707064386,-0.4564848486721238,2.8034696506846055,0.029468745135893364,1.5597073037419191
30,3,3,0,1,1.7036354150425297,0.11057918918347497,0.739517842827404,-0.7054686172284733,2.782134669761264,0.2979261124543555,1.5518708764594689
30,4,4,0,1,0.2447930756234055,1.871055495922562,-0.43632820057854105,1.1227646623849479,4.258891021260027,0.0011147658971505641,3.028627227958232
31,1,1,1,0,0.804699610554786,0.26710106843675396,1.538934389951291,0.28061396827861396,3.0428493610656604,0.3293403002512543,1.8254965151794322
31,2,2,1,0,1.8527011747330375,0.36071659282787066,-0.2021555447434183,0.9343007991530824,3.245183844219178,0.10987399691573566,2.0278309983329503
31,3,3,0,1,0.9852767950685385,1.7612399722289866,0.738594416473293,0.1918007125403857,3.8538036766971846,0.05062892529344409,2.622911819474941
31,4,4,0,1,1.189371696274161,0.5449777555051971,-0.25517237845345914,0.2586101654250153,3.182338000304287,0.08803923066475797,1.9514461430820436
32,1,1,1,0,1.1667145719635872,0.9624433511710918,0.7975666354738993,1.3917257277878128,3.587697847429452,0.13962658529972663,2.4957182256406374
32,2,2,1,0,0.6202541680971637,0.3084625636743054,-1.5658758880098609,1.4109453828219016,3.2163677341156167,0.015986248926026674,2.1243881123268022
32,3,3,0,1,0.12785992281047048,1.658842258836118,0.30263853811301256,-0.18376027681584714,3.519760758190124,0.024132526810115257,2.4393717584491896
32,4,4,0,1,1.0155760946274655,0.03637048138148497,0.5294434885080135,0.026788324396447,2.7497504044277274,0.3431276105624895,1.669361404686793
33,1,1,1,0,1.942207947821363,1.731459056452099,-0.737632698888489,-0.8580712110184867,3.495469243861147,0.06692355844798879,2.2832636907415433
33,2,2,1,0,1.9509591442816436,0.538219562397422,1.2784005093488071,2.7241334985689303,3.863562535929651,0.24277834581244037,2.651356982810047
33,3,3,0,1,0.01068433036790721,0.6075377761942636,1.057712386381528,-0.3542293734186343,3.0716263233559937,0.14450938724300053,1.8360302578468408
33,4,4,0,1,0.28342062311351435,1.3516453445565586,1.3721521007628603,-0.21160146375382854,3.4867909908416514,0.113317219870135,2.251194925332498
34,1,1,1,0,3.0079725878469086,0.5532981108287105,-0.0624616635353754,-1.707115355559872,2.717839886400439,0.40864885924591,1.52949116510335
34,2,2,1,0,1.433195959282911,0.002453757889670039,0.2995307862568011,-1.0293039364047676,2.6389098217669886,0.14229924550447298,1.4505611004699
34,3,3,0,1,0.2582778264163363,1.3977935691372616,-0.91741339027497,-1.490780509933599,3.1429340041584095,0.010866939701344336,1.9408011049656186
34,4,4,0,1,0.849060967470575,1.9995239482377651,1.0617866996444325,0.9111007680722139,4.247948099700757,0.01557520404154484,3.045815200507966
35,1,1,1,0,2.1599274322353668,0.1620310341236538,-1.4890578913704948,-0.9631337764338421,2.567547356537381,0.29323189760180435,1.5221381689217897
35,2,2,1,0,0.05502914038942425,0.7419408917130097,-0.0672339835913956,0.15576768177755923,3.069167195895008,0.05430681321209387,2.023758008279416
35,3,3,0,1,0.27259779431928866,0.7157294491832005,-0.5528141664600779,-0.11053403737162038,2.9837702242939246,0.06210885938853368,1.9447153322612474
35,4,4,0,1,0.0930214374832643,0.8514293907714109,0.4871049849416682,0.8024293719885093,3.294079801434181,0.07893401752797527,2.2550249094015045
36,1,1,1,0,0.171735593928029,1.821145176119959,-1.4858360571691145,1.8294487551991307,4.327567169628255,0.0011530714483011344,3.267311215556677
36,2,2,1,0,0.2189576998096111,0.6661358151819056,-0.5922770733814355,-0.9114778092392465,2.7980199510822787,0.06294773213752351,1.737763997010701
36,3,3,0,1,0.34041789977837056,0.9612563763460634,-0.020850815881812226,-0.883675865642671,2.9422415222750846,0.049130468418819004,1.8773376149602412
36,4,4,0,1,2.059629384807992,0.22535809384131758,-0.20033864785357253,-0.7375378474499417,2.6555611524295473,0.40649180673722995,1.590657245114704
37,1,1,1,0,1.4459336339112203,0.08301639096420227,1.0124546472415643,1.969869910860798,3.397178207685278,0.11470604643178459,2.1532704730077743
37,2,2,1,0,0.32631275293585693,0.5754514599509543,-0.27234001240218914,-0.6233918275778717,3.0050082149675834,0.022698462314594672,1.761100480290079
37,3,3,0,1,1.7114315349524025,0.4584665484212102,1.8599760184037688,0.08788158486456651,3.055227708442142,0.3963582527626535,1.8693706720491303
37,4,4,0,1,0.16928169158989634,0.5291942373552488,0.42403356426027183,-2.000177535823829,2.6514741142838134,0.045228769231275466,1.4656170778908015
38,1,1,1,0,0.07753069464479083,0.18596324355658275,0.9873966085140011,-1.1513583164445613,2.615812608288617,0.3022947653955608,1.4956651455861645
38,2,2,1,0,1.2997474792513244,0.8401480573155365,-1.315081692502933,0.3997868423989614,3.258445856444815,0.02838538990936931,2.138298393742363
38,3,3,0,1,0.10998657638456652,0.4570109049240362,-0.9860840295005638,0.1817340220597821,3.0171376499970193,0.022321159561843586,1.8907422540564596
38,4,4,0,1,0.9928294104281956,0.3106158969488922,0.29508059259244135,0.5820483186355584,3.0427217846738905,0.1846337761346539,1.9163263887333308
39,1,1,1,0,0.5499298864688327,0.8792125752852433,-0.5235669022771902,-0.28540754663246165,3.0415493139351613,0.05448236556707038,1.9820411558336841
39,2,2,1,0,0.48846458523838554,1.6991341244952578,-1.1084372593384544,0.09669455546119307,3.611490256072912,0.009130856841029204,2.5519820979714347
39,3,3,0,1,0.3598440539916509,0.398098628843119,2.080006066133368,0.051255721921342354,2.885356568479741,0.42227780200794335,1.8329590394943265
39,4,4,0,1,0.14250822280719477,0.4285638460447746,-0.008466838614839833,0.6645536086407967,3.0465321106838767,0.030493195967950217,1.9941345816984626
40,1,1,1,0,0.5232814375948951,0.7939789933845834,1.5355156786464594,-0.556215331106215,2.9469073380022364,0.36726396758516316,1.8756735694606372
40,2,2,1,0,0.6348442900675929,0.35493382006757973,-1.0619378380811912,-0.37879309547950885,2.7896177750368496,0.04187836348350572,1.718384006495251
40,3,3,0,1,1.069059688463406,1.30671081440149,0.07188427735048167,0.4312490500119236,3.48867937924501,0.07390840139355094,2.412307684663554
40,4,4,0,1,0.3227393880762707,1.2819351443600056,-0.8496600687974216,-1.1514574975417615,3.0434544273388298,0.033967757462001834,1.9670827327573732
41,1,1,1,0,0.24056446762168363,0.5976501260175905,-0.4426952916253152,0.7533132762672858,3.211382475030552,0.033550736620918425,2.103445450619457
41,2,2,1,0,0.913043751031465,1.4333630028976765,0.3912742841234518,0.6128999211537545,3.6550313794460183,0.06231547996070559,2.5470943550349228
41,3,3,0,1,0.9008427041097942,0.8172974520730963,-0.7368540868996347,-1.277926396891753,2.821881597700984,0.06038832044695786,1.7238903418566336
41,4,4,0,1,1.6840355694323617,0.19033952115025146,0.5844031592492357,0.5913727511115999,2.9597218352269214,0.3759910547613035,1.8617305793825714
42,1,1,1,0,0.42074554152790233,1.2195215580887,-0.9978147683455943,0.0483178627730578,3.3022799403282264,0.012111704773881968,2.2499772889576977
42,2,2,1,0,0.3323081053662984,0.032091013363758185,1.2049189035310814,-0.4297844384457586,2.627372624280591,0.3869452420194626,1.5750699729100623
42,3,3,0,1,0.6050936522053069,1.7065625597783243,-0.8481167042680091,-1.2560349755045304,3.2273273401149476,0.02941126680128815,2.158980820552221
42,4,4,0,1,1.0406772103735593,1.0909726559504307,0.880508691583648,1.8160494384580954,3.7859470791998717,0.08379281813059827,2.717600559637144
43,1,1,1,0,0.23988848348084832,0.509872032569173,0.8072447461790115,0.5033259023287936,3.10603554820786,0.12635433174088617,1.9944807602882981
43,2,2,1,0,0.5110402742717499,0.204335180740147,0.8596633470143884,0.01829974079800911,2.85066091782853,0.2910251732066909,1.7391061299089683
43,3,3,0,1,0.1893197977173207,0.8821739954634188,1.0751211110673773,2.003328238965985,3.7156864459732817,0.06507144895652113,2.6404768576286264
43,4,4,0,1,0.26763677367975547,1.0077034256270896,-0.43172633555471074,0.4849954353480166,3.3288576992636876,0.03380514141114391,2.2536481109190323
44,1,1,1,0,0.21065980320494002,1.098147945727118,1.5139954777276856,1.8186048039150295,3.831431432777806,0.05252504365094111,2.723349582742078
44,2,2,1,0,1.9111442727377073,0.12785398677526943,-0.8582312011196214,-1.0959304667700458,2.59242475835351,0.3197569632257091,1.4843429083177826
44,3,3,0,1,0.14853462311083138,0.1162672110106242,-0.6671712464782288,-0.503236982814548,2.715545493889726,0.0679907960709066,1.5938654713325269
44,4,4,0,1,0.17884992318031917,0.839266119729156,1.094180488617019,1.1837287457986039,3.4796065037202086,0.08849246079433609,2.3579264811630094
45,1,1,1,0,0.6149252922692883,1.6242282241351937,-0.5497809111891604,-0.07593904012292953,3.544879291075047,0.014225958863971131,2.4511680744414814
45,2,2,1,0,0.2376943060634819,0.1722558385444772,1.5576912845713595,-0.13989920379640405,2.7851449955745116,0.36678585825154925,1.6914337789409457
45,3,3,0,1,1.28514511906807,0.05002688155186939,-1.4603684376895383,0.0513171270922895,2.810742334964753,0.06805477250842146,1.680214327674055
45,4,4,0,1,0.3084408325406081,0.6739806325860506,0.15220467580744068,-0.2158784121956846,3.0298754132441346,0.082923253998955,1.8993474059534363
46,1,1,1,0,0.8370462109947302,0.18126607302883202,0.29501786572207933,-1.4889531794381088,2.6231116783573585,0.29360161418066544,1.432179444119979
46,2,2,1,0,1.6523374843490073,0.6039827181661487,0.23602014419525433,1.2736483416529096,3.43929371970542,0.12226040824473847,2.24836148546804
46,3,3,0,1,0.3490054937475686,0.2328874014219972,0.6521557711712581,0.853160699281151,3.1130545889556327,0.1281260078406102,1.9442318002967578
46,4,4,0,1,0.9462242670857812,1.8260956458636461,-0.9816361176729598,-0.3221829779450079,3.6687235589998073,0.014955859462501895,2.499900770340933
47,1,1,1,0,1.7231592929486728,0.06462839003190883,-0.4164350447916143,-1.2586444891427038,2.563060109698087,0.3404536850482725,1.4316484410890915
47,2,2,1,0,1.357112072147501,1.1602977309595435,-0.7494435401579719,-0.1770291065318229,3.286745872240836,0.03979940071116826,2.1553342036318406
47,3,3,0,1,0.15516266860827704,0.09931235434732787,0.5967235271253993,-0.13176557594948346,2.8011773146179753,0.1577806266796819,1.6625580190126379
47,4,4,0,1,0.47238060580447977,1.4783031907381086,-1.6597306285609648,-0.8974257445896359,3.2713380570271786,0.008860896337033231,2.1327187614218417
48,1,1,1,0,0.0796527574389894,1.6881711499019085,-0.6142221479091873,-1.0780714358712582,3.3191085762369097,0.006902678395203966,2.1974198090062855
48,2,2,1,0,0.616391797643127,0.22892131860801715,1.9353701969584518,-0.22532938155722002,2.819031885600528,0.41091824434719765,1.6973431183699033
48,3,3,0,1,0.03280588607430258,0.8697009025674249,0.9240143586459331,-0.20051507576847588,3.1857231945301656,0.06364735086493721,1.9984279393892974
